id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
6036,Amazon.com,www.amazon.com,"General Merchandise & Superstores",7282,https://media.glassdoor.com/sqll/6036/amazon-com-squarelogo-1432805660196.png,3.4,OK,3.3,3.0,3.5,3.4,2.7,0.6,3431779,"2013-12-17 12:31:58.647","Software Development Manager","Seattle; WA","Can be amazing for some people; horrible for others","Amazon is doing lot's of cool stuff...but lots of boring stuff too.  There are really well run teams...and very badly run teams.  The experience for software managers and engineers is all over the board; from really run low operational load teams to teams where people burn out after a year.     - Amazon is built; quite deliberately; to be Darwinian.  You can generally expect that anyone who's been here for more than 2 years is competent and motivated or they wouldn't have survived.  You can count on them as long as your priorities are aligned.  There aren't many slackers here; and they don't survive long.    - We work on so much stuff that there's always an opportunity to find amazing cool stuff to work on (note that it's an 'opportunity'; one that you have to pursue)    - A chance to make a huge difference    - A place where you can learn a lot about all kinds of things; both technical and about yourself    - Amazon encourages high mobility - even your manager can't prevent you from moving to another team within 6 weeks (normally; more than a few months under unusual conditions).    - Your friends and family have actually heard of the place you work and have at least a vague notion of what Amazon does without you having to explain","- You're responsible for your own career progression and finding the places and teams that are doing the stuff you want to do. No one is going to take you by the hand and help you with that.  - Amazon is built; quite deliberately; to be Darwinian. The strong survive and the weak perish (metaphorically speaking) and the 'bar' is constantly increasing. The level of performance that would have been acceptable five years ago will get you canned today.  It's a kind of crucible that'll help you develop a harder edge; if you can survive; that can serve you well in your career and in life; but it's often not a pleasant experience.    I wouldn't recommend it as a place to work for just anyone.",4,"Jeff Bezos","Chairman; President; and CEO",4257,80,20
693691,"Amazon India",www.amazon.in,"Other Retail Stores",353,https://media.glassdoor.com/sqll/693691/amazon-india-squarelogo-1387226616008.png,3.7,Satisfied,3.8,3.2,3.6,3.7,2.9,0.8,8899205,"2015-12-12 09:38:37.967","Customer Service Associate","Hyderābād (India)","Perfectly suits "" Work hard; have fun and make history""","Infinite:)  1) Very friendly environment and excellent   2) Good pay; bonuses( Rewards) and loads of fun in between.  3) Growth perspective is healthy at various positions.","Work life balance and switching shifts all of a sudden with changing work flows depending on sale. New hires could opt for cross skill where they turn new to the process again. You may turn in to ""Jack of all trades and expert of none"" . But I hope this is not issue as you will have ample support for new hires at your back for help. You have to be cautious of your performance as it is regularly monitored and leads to retraining and termination( Serious on scale of 10/10)",5,"Jeff Bezos","Founder & CEO",175,94,6
752611,"Staff Management SMX",www.staffmanagement.com,"Staffing & Outsourcing",202,https://media.glassdoor.com/sqll/752611/staff-management-smx-squarelogo-1392927594062.png,2.8,OK,2.5,2.4,2.4,2.5,2.5,0.5,8981558,"2015-12-22 10:13:06.583","Amazon Warehouse Worker","Murfreesboro; TN","Great Job!","I am comfortable and really enjoying this job due to the fast paced environment and my fellow co-workers.","I can not say there are any cons.",3,"Jonathan Means",President,3,90,10
267709,"Amazon Lab126",www.lab126.com,"Computer Hardware & Software",182,https://media.glassdoor.com/sqll/267709/lab126-squarelogo.png,2.9,OK,2.6,2.5,3.2,2.9,2.8,0.5,8904797,"2015-12-13 09:42:40.09",Employee,,"Hardware Engineer III","Been here for 4+ years; awesome place to be if you are a fresh out; if on the right projects get a lot of visibility. Significant opportunities for ownership; easy work life balance if you want that. Easy to stand out.","high attrition rate; brain drain; political; little or no kickbacks; economy class international travel",4,"Jeff Bezos",CEO,65,80,20
456375,"a2z Development Center",www.a2z.com,,14,,2.6,OK,3.1,2.6,3.5,2.9,2.3,0.4,7178948,"2015-07-10 09:41:14.14",Employee,"Charleston; SC","Go for the money but don't plan to stay","casual dress code - flips flops; shorts; t-shirt  bankers hours  good pay  smart people","no on-boardng  sink or swim atmosphere  managers technical experts though weak people skills",3,--,--,--,--,--
107430,PartnerPath,www.amazonconsulting.com,Consulting,5,,4.5,"Very Satisfied",4.0,3.6,4.4,4.4,3.7,0.4,7970340,"2015-09-16 09:43:02.92",Employee,,"Great Learning Environment","Supports personal and professional growth.","It's primarily a remote workforce; which can cause holes in the team communication.",5,"Diane Krakora","President and CEO",2,100,0
591849,"Amazon MFG Corp",www.amazonmfgcorp.com,"Industrial Manufacturing",3,,4.1,"Very Satisfied",3.5,3.5,3.9,3.5,3.5,0.7,8136906,"2015-09-30 16:55:55.773","Warehouse Worker","Hopkins; SC","Warehouse work","Great benefits; good pay hard work long hours","lots of walking can make you sore for a week till you adjust to it",5,--,--,--,--,--
779477,"Amazon Advertising",www.amazonadv.com,"Advertising & Marketing",3,,3,OK,3.0,2.0,3.7,3.0,4.7,0.3,5463520,"2014-12-01 14:19:03.113",Employee,,"Stuck in the olden days.","Work life balance is pretty good; pay is good; senior management actually works.","Senior management insists on doing things the old school way. They are slow to adopt new trends. They micromanage everything so there is no room for growth or change.",3,"Millie Olsen",CEO,2,0,100
1125115,"Amazon Robotics",www.amazonrobotics.com,"Electrical & Electronic Manufacturing",1,,5,"Very Satisfied",5.0,4.0,5.0,3.0,4.0,0.0,8820398,"2015-12-04 01:08:19.887",Massachusetts,"North Reading; MA","North Reading","Great visionary. The advanced robotics team is the best because you can experiment any new ideas with no constraints wrt to money or approval from seniors. The best place for people who love rapid prototyping.","Nothin much. It is fast paced but challenging and interesting.",5,--,--,--,--,--
1089902,"Amazon Insurance Agency",www.amazoninsagency.com,,1,,5,"Very Satisfied",0.0,0.0,0.0,2.0,0.0,0.0,8298167,"2015-10-14 11:53:19.84","Insurance Agent","Houston; TX","Insurance Agent","The hours are flexible and coworkers are nice.","The pay is not that great; but decent enough.",5,--,--,--,--,--

194,Target,www.target.com,"Department; Clothing; & Shoe Stores",15337,https://media.glassdoor.com/sqll/194/target-squarelogo-1441400586391.png,3.3,OK,3.4,2.8,3.1,3.0,3.0,0.6,8869792,"2015-12-09 11:26:42.947","Senior Team Lead","Reston; VA","Senior Team Leader at Reston Target","I was pleasantly surprised by how much I enjoyed my job at Target. I was a Sr. TL which meant that I was a TL over the Softlines area while I also had LOD responsibilities. It was the perfect amount of responsibility as I wasn't stressed out about the same things the Execs had to deal with (scheduling; longer hours; etc.) but I still had more responsibilities than a Team Lead at the store. Target; more than any other job; really encourages the team members to get along and they hire bubbly; fun people who are pretty easygoing in general; with some exceptions. The benefits (health insurance; vacation; etc.) are great and the leadership and HR team work with you to help you figure out the best plan for you.     If the Store Manager sees talent in you; they will move you up quickly through the ranks. As long as you have a college degree and you prove yourself in the job; management wants to see you  become an Exec.","The downsides of working at Target are relative to retail in general. You have to be available for Thanksgiving and Christmas; so in that regard; the work/life balance is called into question.",5,"Brian Cornell",CEO,2345,71,29
691692,"Target Canada",www.target.ca,"Department; Clothing; & Shoe Stores",453,https://media.glassdoor.com/sqll/691692/target-canada-squarelogo-1384278413434.png,3.3,OK,3.8,2.8,3.2,3.0,3.0,0.5,8911352,"2015-12-14 06:15:59.937",Employee,,"Target Canada","Great people; progress was being made to improve the supply chain. Overall great company (Us based). Heavy focus on Professional development which was great.","Supply chain issues; lack of communication; lack of partnership between US and CA teams.",4,"Mark Schindele","President; Canadian Operations",123,22,78
29386,MarketSource,www.marketsource.com,Consulting,653,https://media.glassdoor.com/sqll/29386/marketsource-squarelogo.png,3,OK,3.1,2.8,2.7,2.7,3.3,0.5,8977140,"2015-12-21 20:18:27.33",Employee,,"Total retail store operations.","my Vast retail experience includes staff management; achieving sales goals as well as providing excellent customer service and product knowledge to all customers.","My only con would be not to have the opportunity to share my knowledge and experience with your organization and customer base.",5,"Rick Haviland",President,243,67,33
257902,"Target Corporation India",www.target.com,"Department; Clothing; & Shoe Stores",267,https://media.glassdoor.com/sqll/257902/target-corporation-india-squarelogo-1387223185269.png,3.1,OK,3.4,2.4,3.4,2.7,4.0,0.6,8980987,"2015-12-22 09:15:01.687","Lead Specialist","Bangalore (India)","Amazing culture","Great culture; good benefits; employee friendly; open door policy; employees are valued","Lay offs; no clear direction; teams members hired without clear long term vision",4,"Navneet Kapoor","President & Managing Director",70,64,36
29454,"ExactTarget Marketing Cloud",www.exacttarget.com,"Computer Hardware & Software",158,https://media.glassdoor.com/sqll/29454/exacttarget-marketing-cloud-squarelogo-1417616633381.png,3.9,Satisfied,4.1,3.7,4.0,3.7,3.7,0.8,8790008,"2015-12-01 10:20:02.017","Account Executive",,"Account Executive","The new hire process was great and; being with Salesforce is amazing.","It is definitely overwhelming but; that's the only con.",5,"Scott McCorkle",CEO,26,87,13
154955,"On Target Jobs",www.ontargetjobs.com,"Staffing & Outsourcing",23,https://media.glassdoor.com/sqll/154955/on-target-jobs-squarelogo.png,2.7,OK,2.3,2.1,2.6,2.4,3.2,0.3,7363559,"2015-07-27 08:49:29.103",Employee,,"Not a Bad Place","Great work life balance and stability. People are nice; management was supportive; great learning opportunity.","Great place for stability; but due to structure; lateral changes are more common. Which isn't a bad thing.",4,"Michael Tansey",CEO,3,28,72
325702,TFM,www.targetfmi.com,Trucking,18,https://media.glassdoor.com/sqll/325702/tfm-squarelogo.png,4.4,"Very Satisfied",4.4,4.4,4.5,4.4,4.5,0.8,6631476,"2015-05-18 08:49:36.597",Employee,,"Fun time working here","Great company and a fun culture","Didn't have any bad experiences while present",5,"Michael Wagner",President/Owner,17,93,7
727898,"Action Target",www.actarg.com,"Aerospace & Defense",13,https://media.glassdoor.com/sqll/727898/action-target-squarelogo-1442402831413.png,2.3,Dissatisfied,2.6,2.4,2.9,3.0,3.3,0.3,8860030,"2015-12-08 15:01:04.49",Employee,"Eagle Mountain; UT","Past Experience","There is a high level of pride that goes into helping and supplying products to Law Enforcement and Military for training purposes.","With some of the recent changes; it seems that the heart and soul of what the company used to be is gone.",3,"Michael Birch",CEO,0,0,0
7950,"Target Media Partners",www.targetmediapartners.com,Publishing,13,https://media.glassdoor.com/sqll/7950/target-media-partners-squarelogo.png,3,OK,2.9,2.9,2.6,2.6,3.3,0.3,6098011,"2015-03-11 13:42:39.977","Digital Sales Associate","Burbank; CA","Great Place to Work","Great place to work. Management and co-workers are like family and are always willing to help and always fair.  I learned a lot while working for this company. If you are looking for good digital sales experience this is a great place to start as they train you very well.  If I had not relocated I would have continued working for this company.","I really have nothing bad to say about this company.",5,"Mark Schiffmacher",CEO,9,55,45
16195,"Cox Target Media",www.coxtarget.com,"Advertising & Marketing",10,https://media.glassdoor.com/sqll/16195/cox-target-media-squarelogo-1426512186189.png,2.5,OK,1.8,2.0,2.9,2.1,2.7,0.4,5656195,"2015-01-08 09:18:05.507",Employee,,"Internal Management and personnel benefits","They used to be one of the largest companies; with great benefits for their employees and great pride in caring for them.","They have become all about bottom line.",3,"Michael Vivio",President,3,23,77
